LOC108697140	LOC108697140
LOC108697143	LOC108697143
LOC108697144	LOC108697144
LOC108697145	LOC108697145
LOC108697146	LOC108697146
LOC108697147	LOC108697147
LOC108697148	LOC108697148
LOC108697150	LOC108697150
LOC108697154	LOC108697154
LOC108697165	LOC108697165
LOC108697168	LOC108697168
LOC108697171	LOC108697171
LOC108697173	LOC108697173
LOC108697174	LOC108697174
LOC108697176	LOC108697176
LOC108697177	LOC108697177
LOC108697178	LOC108697178
LOC108697179	LOC108697179
LOC108697180	LOC108697180
LOC108697181	LOC108697181
LOC108697182	LOC108697182
LOC108697183	LOC108697183
LOC108697184	LOC108697184
LOC108697187	LOC108697187
LOC108697188	LOC108697188
LOC108697189	LOC108697189
LOC108697190	LOC108697190
LOC108697191	LOC108697191
LOC108697195	LOC108697195
LOC108697196	LOC108697196
LOC108697198	LOC108697198
LOC108697199	LOC108697199
LOC108697200	LOC108697200
LOC108697202	LOC108697202
LOC108697203	LOC108697203
LOC108697204	LOC108697204
LOC108697206	LOC108697206
LOC108697209	LOC108697209
LOC108697210	LOC108697210
LOC108697211	LOC108697211
LOC108697213	LOC108697213
LOC108697214	LOC108697214
LOC108697215	LOC108697215
LOC108697216	LOC108697216
LOC108697217	LOC108697217
LOC108697218	LOC108697218
LOC108697219	LOC108697219
LOC108697221	LOC108697221
LOC108697224	LOC108697224
LOC108697225	LOC108697225
LOC108697228	LOC108697228
LOC108697229	LOC108697229
LOC108697230	LOC108697230
LOC108697232	LOC108697232
LOC108697233	LOC108697233
LOC108697234	LOC108697234
LOC108697235	LOC108697235
LOC108697237	LOC108697237
LOC108697238	LOC108697238
LOC108697239	LOC108697239
LOC108697241	LOC108697241
LOC108697242	LOC108697242
LOC108697246	LOC108697246
LOC108697247	LOC108697247
LOC108697248	LOC108697248
LOC108697249	LOC108697249
LOC108697250	LOC108697250
LOC108697251	LOC108697251
LOC108697252	LOC108697252
LOC108697255	LOC108697255
LOC108697257	LOC108697257
LOC108697258	LOC108697258
LOC108697259	LOC108697259
LOC108697260	LOC108697260
LOC108697261	LOC108697261
LOC108697262	LOC108697262
LOC108697265	LOC108697265
LOC108697267	LOC108697267
LOC108697268	LOC108697268
LOC108697270	LOC108697270
LOC108697274	LOC108697274
LOC108697275	LOC108697275
LOC108697277	LOC108697277
LOC108697281	LOC108697281
LOC108697283	LOC108697283
LOC108697285	LOC108697285
LOC108697287	LOC108697287
LOC108697288	LOC108697288
LOC108697291	LOC108697291
LOC108697292	LOC108697292
LOC108697295	LOC108697295
LOC108697300	LOC108697300
LOC108697305	LOC108697305
LOC108697306	LOC108697306
LOC108697307	LOC108697307
LOC108697308	LOC108697308
LOC108697309	LOC108697309
LOC108697311	LOC108697311
LOC108697312	LOC108697312
LOC108697315	LOC108697315
LOC108697319	LOC108697319
LOC108697320	LOC108697320
LOC108697325	LOC108697325
LOC108697326	LOC108697326
LOC108697327	LOC108697327
LOC108697330	LOC108697330
LOC108697331	LOC108697331
LOC108697341	LOC108697341
LOC108697343	LOC108697343
LOC108697345	LOC108697345
LOC108697348	LOC108697348
LOC108697349	LOC108697349
LOC108697358	LOC108697358
LOC108697361	LOC108697361
LOC108697373	LOC108697373
LOC108697376	LOC108697376
LOC108697383	LOC108697383
LOC108697386	LOC108697386
LOC108697391	LOC108697391
LOC108697397	LOC108697397
LOC108697402	LOC108697402
LOC108697411	LOC108697411
LOC108697420	LOC108697420
LOC108697421	LOC108697421
LOC108697425	LOC108697425
LOC108697426	LOC108697426
LOC108697427	LOC108697427
LOC108697429	LOC108697429
LOC108697433	LOC108697433
LOC108697434	LOC108697434
LOC108697436	LOC108697436
LOC108697437	LOC108697437
LOC108697440	LOC108697440
LOC108697442	LOC108697442
LOC108697444	LOC108697444
